id,player_name,nation,rarity,mining_bonus,vote_multiplier,reward_bonus,energy_bonus,image_url,total_supply,minted_count,price_votes
620dd11f-9541-4ecf-b66d-67b74bba9bd7,Korea,KR,Epic | x1.4,0,1.4,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/korea.png,400,0,0.4
e467c4d6-2e75-4efb-b95e-f5dd6982813f,France,FR,Legendary | x1.6,0,1.6,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/france.png,200,0,0.6
0c147f42-ba6c-42c8-8af8-4cb223e75b79,Spain,ES,Legendary | x1.6,0,1.6,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/spain.png,200,0,0.6
5f4cd617-3d0a-4acc-857e-b530f1722bd5,Brasil,BR,Legendary | x1.6,0,1.6,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/brasil.png,200,0,0.6
2e021831-3cdb-4dd9-99e7-489dd81acdec,Argentina,AR,Mythic | x2,0,2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/argentina.png,100,0,1
7968de73-6a8d-457d-9625-c445ba929cbc,Portugal,PT,Mythic | x2,0,2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/portugal.png,100,0,1
70408335-c8f7-4dfd-bfa0-81b2ede91707,Netherlands,NL,Rare | x1.3,0,1.3,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/netherlands.png,800,0,0.3
d9fb5a6f-3861-45cf-964d-277adb24c948,Senegal,SN,Rare | x1.3,0,1.3,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/senegal.png,800,0,0.3
7c85ab4b-be60-4195-846b-e60d72b953a6,Colombia,CO,Rare | x1.3,0,1.3,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/colombia.png,800,0,0.3
9496981c-56f2-4079-ba5d-3e7bdf270b15,Germany,DE,Rare | x1.3,0,1.3,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/germany.png,800,0,0.3
54ffc712-be4d-4482-b131-359730a12a79,Southafrica,ZA,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/southafrica.png,1600,0,0.2
5e0f6ff0-9c5b-40af-a2c1-e7ed58cd9103,Ghana,GH,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/ghana.png,1600,0,0.2
50efa868-1423-44d9-b234-2e490c492f13,Mexico,MX,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/mexico.png,1600,0,0.2
c55d063b-a77b-468b-a4e4-a7dbc49f4ead,Tunisia,TN,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/tunisia.png,1600,0,0.2
1c7905ce-db3a-4f7a-8ff3-7dda96263d9d,Czechia,CZ,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/czechia.png,1600,0,0.2
f0630a8d-6b5d-400c-a860-b081a4d223d7,Turkey,TR,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/turkey.png,1600,0,0.2
ca14f9d3-959d-4e72-8c34-47a35cd46747,Sweden,SE,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/sweden.png,1600,0,0.2
a8785b14-2728-445c-a9db-eaa95eb6a723,Morocco,MA,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/morocco.png,1600,0,0.2
e80e9725-bb4c-4cc2-92c2-4eb6607050b6,Nigeria,NG,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/nigeria.png,1600,0,0.2
a8a90097-0abd-4b61-9e9f-8809fda47a27,Paraguay,PY,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/paraguay.png,1600,0,0.2
45dee213-b45d-40ba-888c-a462d6d0501a,Uruguay,UY,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/uruguay.png,1600,0,0.2
5820c254-60d5-4e6e-a865-8f719ed7813f,Switzerland,CH,Uncommon | x1.2,0,1.2,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/switzerland.png,1600,0,0.2
